n,k,m,BruteForce,WIT,WIT+Bucket,SAIT
0,MEM USAGE : 1576296 KB
1799,MEM USAGE : 1576296 KB
3252,MEM USAGE : 1976032 KB
6980,MEM USAGE : 2970520 KB
